,0
2758,kpai harus tanggung jawab cariperusahaan yg mau buat seperti jarum
2759,fikirannya terlalu dangkal kepentingan bangsa yg lebih besar diabaikan ganti komisioner kpai
2760,sudahlah bubarin aja kpai jadiin pencari bakat
2761,trus solusi dari kpai apa ya
2762,bagaimana olah raga mau maju ada instutusi negara hadir bak pahlawan kesiangan kayak ga ada urusan yang lebih berat coba tanya anak2 merekan bahagia ga main bulu tangkis mereka merasa dieksploitasi enggak kalau kalian punya anak dan pengin main bulutangkis sana cari lapanga sendiri mau di tol atau di laut terserah
2763,kpai gak usah ngeleees
2764,duit lah atau ganti aja pb bca
2765,kpai aja yang main bulu tangkis
2766,kpai itu ngak ada kerjaan cari panggung agar dapat kegiatan dapat dana deh
2767,aturan mana yang dilanggar oleh pb djarum mengadakan audisi bulu tangkis ini pak santo
2768,bubarkan kp i cuma habiskan anggaran
2769,anak2 bawa senjata di fb itu smbl ngancam2 hrsnya diurus kpai bkn malah yg main bulu tangkis i di kpai bkn indonesia kan
2770,kpai sudah bisa apa saja dikancah dunia susanto lindungi itu anak2 dilampu merah protes ke walikota atau bupatinya kerja yg bener ya
2771,kpai coba tanya seluruh atlet binaan pb djarum apakah mereka merasa tereksploitasi sesuai tuduhan kpai coba voting secara terbuka barulah ambil keputusan menyalahkan pihak tertentu
2772,dr dl audis djarum baik2 saja baru kali ini dioprek2 kpai mungkin mereka ga terima bayaran kmn saja dr dl boss
2773,kpai harus mengambil alih tanggung jawab regenerasi pemain bulutangkis jangan hanya bisa memojokan dan ngomong doang
2774,indo maju karena org2 pintar menggunakan kepalanya utk kemajuan bangsa tapi jk menggunakan kepalanya hanya utk kemunduran bangsa dgn mengait2kan peraturan2 ya kita bukan saja jalan ditempat tapi bener2 mundur balik ke jaman si almarhum bapak pembangun mental korupsi pisau bs dipakai mmbunuh coba di dapur gak ada pisau bisa kamu bkerja masak makanya asal jangan njeplak tapi mikiirrrr
2775,bagaimana mau ada prestasi olahraga
2776,kpai di isi individu yg gak jelas
2777,ya sudah pak susanto nanti kpai saja yang menggantikan pb djarum
2778,memancing di air keruh sangat di sayang kan bangsa kita sudah terlalu banyak tukang kritik tapi ga bisa kasih solusi
2779,jika dalam beberapa tahun ke depan tidak ada atlet bulutangkis yang berprestasi maka kalian tahu harus memaki siapa
2780,kalau disebutkan bertentangan dgn op mengapa kpai menggaungkan masalah eksploitasi anak bukan ranah kpai tentang loho rokok yg diatur fi pp tersebut kpai bertanggung jawab atas timbulnya polemik ini
2781,kpai parsial sekali menilai sesuatu oranh2nya saya lihat juga kurang kompeten
2782,niatnya bagus cuma salah sasaran come on kpai pb djarum ya organisasi sehat untuk anak anak bangsa anda kerja lebih benar dan lebih tepat donk sasaran tembak setiap perusahaan manusia punya 2 mata sisi sisi buruk sisi baik ini yg lu serang sisi baiknya ckckckck smart sdikit utk kedepannya
2783,pb djarum bukan perusahaan rokok maka pemakaian pp 1 9 salah sasaran
2784,apa langkah konkrit kpai untuk anak indonesia selain mendorong
2785,gmn ini kok semua makin mundur aja 2 periode yg suram
2786,y penting ngelarang doang urusan slanjutnya ora urus gan
2787,kpai kpai kurang kerjaan kah itu lo byk banget sinetron ga mendidik masih tayang
2788,slma ini mngkn gda kerjaan jd sok perhatian sm anak justru bagus anak d asah d dunia olahraga ketimbang gjelas ujung2nya narkoba
2789,ada perusahaan mau bantu anak2 menggapai mimpi malah di halangin dan juga masalah merokok kembali ke pribadi masing2 pb djarum kan gak kasih syarat ikut audisi harus merokok djarum
2790,tenang besok audisi pindah ke kpai
2791,pb kpai siap cetak pemain hebat
2792,hmm dicari2 itu mahh yg bener dibuat salah
2793,negri ini rusak krn orang2 suteng kyak kpai yg menegakkan aturan dgn mata hati yg buta suruh kpai bertanggung jawab akan regenerasi pebulutangkis wong dia itu juga cuma lembaga duduk duduk dpt gaji dan nyalah yalahin lembaga lain
2794,pb djarum sudah banyak menghasilkan atlet berprestasi kpai banyak yang harus diurus daripada audisi bulutangkis
2795,sip setelah ini kpai harus mendorong audisi prestasi bulu tangkis anak2 dengan menjadi donatur utama mereka yg melarang ya harus bertanggung jawab
2796,amplop nya kurang tebel wkwkwkwkwkkw
2797,orang kpai lagi cari panggung tapi ya jgn jadi orang bodoh donk hilang kesempatan untuk cari bakat muda di bidang bulutangkis gara gara mulut soak
2798,waduh koq komentarnya koq serem2 ya tapi biarin aja biar yg asbun kapok ini masalah beda pendapat atau beda pendapatan ya cari panggung mdh2an kpai mampu gantikan pb djarum
2799,mau fee ya bilang aja ga usah alasan macam seperakpun ga minta dari mereka tapi kemauan mereka dituruti
2800,kpai lebay
2801,kasihan anak2 yang berbakat tapi kurang mampu dari segi ekonomi kalo orang berduit mah gak masalah audisi dihentikan mereka mampu kok bayar latihan di pb djarum
2802,mencla mencle nih kpai
2803,belum nyetor ke kpai kali
2804,hilang deh harapan kita punya juara2 bulu tangkis kelas dunia kok sekarang malah bilang bukan kpai yg melarang mungkin kpai ada maunya bicaralah terus terang nggak usah malu malu
2805,kpai aja sono yang keluar kpai komnas ham gue yakin kalau masyarakat dikasi hak voting pasti bakal pilih dibubarkan saja
2806,kata jarum yg punya duit gw loe ribut ya gw berhentiin hemat dan tambah kaya gue beres
2807,perusahaan rokok jadi bebas csr nih pengembangan bakat usia dini pasti dilarang pembuatan taman anak dilarang santunan anak yatim piatu bisa jadi di larang juga kapan majunya bangsa ini kalau perusahaan anak bangsa gak bisa berbuat untuk masa depan bangsa
2808,kpai somplak ga bisa membedakan eploetasi anak dan bakat sableng tingkat tuyul suek
2809,pak kpai kalau yg dihadapi pb djarum itu regulasi artinya keputusan pb djarum menghentikan audisi nya ya sudah benar
2810,besok2 biar kpai yg adain adain audisi
2811,sekolah bola barcelona real madrid mu dll juga ada anak2 yg berusia 9 1 th dst stl dewasa mrk berprestasi mk skg sayonara bulutangkis indonesia gegara
2812,terus kpai mau ngasih solusi apa untuk menggantikan peran djarum
2813,udah mending distop aja daripada dijadikan pencitraan oleh lembaga tertentu mau uangnya aja
2814,gak apa2 nanti kpai yg akan melatih bulutangkis anak2
2815,bener ning ora pener kasihan anak2 yang berbakat bulutangkis sekarang harus merana karena institusi yang lebih sibuk ngurusi pekerjaan yang 9 ada faedahnya dan manfaatnya daripada ngurusi dan mengawasi dampak buruk dekadensi moral abg2 saat ini tapi mungkin susanto bukan atlit dan bukan orang yang hoby olahraga jadi ya dimaklumi sajalah
2816,udah offside kpai
2817,sinetron yg jelas2 merusak malah didukung mendukung prestasi dunia malah dihalangi bodoh boleh tp jgn sampai gak punya otak dong bubarkankpai
2818,jgn ambil segi negativenya tp ambil sisi positifnya kpai harus bisa cari solusinya kapan indonesia akan maju
2819,komisi penghancur atlet indonesia
2820,wkwkwk maju terus kpai mana lagi yg mau di brand eksploitasi anak ayo2
2821,agak kurang cerdas nih yg spt ini masak presiden hrs turun tangan
2822,kpai tolol justru kalo mau berpreatasi ya dari usia dini banyak hal yg harusnya bisa diurusi kpsi selain masalah pembinaan usia dini
2823,manusia2 yg berlagak membela hak2 orang lain tetapi tidak mempunyai naluri untuk memajukan bangsa dan negara khususnya masyarakat yg berprestasi kerjanya hanya merecoki dan membuat gaduh serta menbuang2 waktu dan energi gak malu makan uang rakyat tanpa prestasi
2824,bubarin kpai kerja ga jelas ada yg buat petisi biar nanti saya ikut
2825,coba di kasih amplop pasti mulutnya langsung manis
2826,makanya kpai klo ngomong otaknya dipakai dulu
2827,percuma pak pt djarum dah patah hati atas kelakuan anda kpai silahkan bertanggung jawab ke masa depan dan sejarah bahwa anda2lah kpai yg mematikan kejayaan perbulutangkisan indonesia tolol kok di pelihara
2828,bubarin ajala kpai kok isinya orang2 ga kompeten udah bagus ada perusahaan mau biayai atlet2 muda malah sampai mengahrumkan bangsa ini malah diributin gimana coba cara berfikirnya
2829,mungkin maunya kpi logo jarum diganti dengan logo jerami ud83d ude a ud83d ude
2830,giliran ga ada sponsor bingung takut d salahkan kl k depan masa depan bulu tangkis suram spt sepak bola kl memang care klian nyetop djarum foundation klian kpai dorong pemerintah utk melakukan yg d lakukan djarum jgn cuma melarang sdh melarang d tinggal itu namanya tidak bertanggung jawab
2831,kpai ini lebih berpikirlah yang mendalam dan jernih menggunakan undang2 perlindungan anak masih banyak urusan anak yg dieksploitasi oleh keluarganya diberbagai tempat ini ada pihak yang berbaik hati menyalurkan bakat positif anak2 kok di cari gara2 sontoloyo
2832,ketahuan kelasnya dari cara bikin statement stupid plus kampungan
2833,baru liat ig instansi pemerintah di private takut ya diserang netizen jangan asal ngomong tanpa kasih solusi
2834,memang cerdas ud83d ude 7 ud83d ude 7 ud83d ude 7 ud83d ude 7 ud83d ude 7
2835,bubarkan kpai sok suci nato
2836,bagus swasta hentikan saja semua aktivitas positif yg tujuannya baik tapi diributin orang2 yg merupakan bagian dr pemerintah tp gada kerjaan kita lihat hasilnya bisa berbuat apa mereka
2837,pb djarum menghentikan audisi karena kpai anggap csr pb djarum adalah sebagai eksploitasi anak dan sekarang anda ngeyel bahwa kpai adalah sebab menghentikan audisi maaf anda kpai tidak berguna untuk hal ini
2838,mau berharap sama sepak bola
2839,pabrik rokok bukan usaha ilegal dan lepas dari pro kontra yg muncul tapi tanggung jawab sosial yg ditunjukkan utk memajukan dan membina bulutangkis tidak selayaknya dibalas dengan kampanye negatif tanpa solusi oleh kpai krn yg rugi adalah para bibit olahragawan yg mungkin suatu saat berprestasi atas nama indonesia jadi bijaklah dlm berucap dan bertindak jangan numpang eksis tanpa pikir panjang
2840,dasaaar oon sama saja atuh mau ada pp atau tidak kalo manusia nya yg ngomong asal cuaap kaya si santo ini pasti siapapun maleees melakukan kegiatan pengembangan bakat anak2
2841,ngomong mencla mencle jadi apa yg bisa dipercaya bukannya sebelumnya protes kok sekarang bilang ngak menghalangi djarum yg berusaha berbuat baik untuk bangsa di nafihkan demi mencari perhatian
2842,sekarang undang2 disalahkan rupanya mulai kebanyakan micin ini kpai sy sepakat sm djarum lah hentikan saja supaya tdk berpolemik malah budget nya utuh mending budget nya buat iklan di televisi saja ud83d ude 4 ud83d ude 5 ud83e udd23 ud83d ude 2
2843,lebih baik menyelamatkan jutaan anak bangsa dari rokok nya djarum ketimbang prestasi semu tutup rokok djarum
2844,sekarang gantian kpai mencari bakat utk atlet bulu tangkis masa depan mampu nggak
2845,kpai mulut comberan ayo sekarang kpai aja yang melakukan audisi buat anak2 ngomong aja hebat kelakuan kaga becus
2846,nasib beasiswa anak saya gmn ini dr jarum foundation kpai mau sekolahin anak saya gak
2847,kenapa baru sekarang teriak2 dari dulu sudah berjalan dengan baik dan menghasilkan manusia berkualitas sampai juara dunia negara lain juga melakukan hal yg sama berarti kedepan kita akan tertinggal umur 17 th keatas baru mulai sudah terlambat baru juara setahun sudah pensiun
2848,kalau anak2 itu di suruh isap roko ok lah saya pun akan marah tapi ini cuma kaos doang ko lagian negara ni mana mampu tanpa mereka sudah prestasi minim aturan ketat dan ga masuk akal negara lain udah ke bulan cuy
2849,kpi b d h dia nyuruh baca undang undang tapi mereka sendiri ga ngerti dan ga baca undang2 sejak kapan pb djarum jadi perusahaan rokok dan memproduksi rokok ga bisa bedakan pb djarum dan pt djarum b d h
2850,gak usah ribut biar kpai aja yg lanjutin audisi bulubebek
2851,mengapa otakmu hanya memikirkan surga yang mulia tidak kasihankah banyak anak anak yang berbakat ingin tampil dipentas dunia lantas apa ide kamu untuk memajukan setidak tidaknya mengurangi kejahatan dari usia dini yang mulia
2852,kpai memberi kritik tanpa solusi bijak berbicara bung kpai
2853,coba lah liat prestasi kevin marcus betapa dia telah membanggakan negara dan keluarganya betapa banyak anak2 indonesia ingin menjadi mereka tapi pernahkah anda berpikir pada saat cabang olah raga yang mewikili negara anda jeblok siapakah yg anda salahkan begitu banyak orang2 yg mendukung untuk mencari bakat2 untuk menajadi atlet dunia dengan jalur beasiswa kenapa anda tidak memikirkan anak2 jalanan yang seharusnya lebih anda pikirkan agar memiliki kesempatan yang sama
2854,setelah penyanyi cilik artis cilik olahraga cilik dicekal mengatas namakan eksploitasi anak memang luar biasa mantapnya
2855,u2 63bisa mengkritisasi dan tidak memberikan solusi bukan sifat profesional yang dibutuhkan guna mengembangkan potensi masyarakat justru akan menjadi penghambat kemajuan bangsa
2856,harusnya pb djarum stop menggunakan nama djarum dan tetap melakukan pembiyayaan beasiswa kalau niatnya emang tulus ud83d ude 1
2857,kpai gak ada guna sekumpulan orang gabut yg beg gak bisa mikir jernih
2858,bisa mengkritisasi dan memberikan solusi bukan sifat profesional yang dibutuhkan guna mengembangkan potensi masyarakat justru akan menjadi penghambat kemajuan bangsa
2859,u2 63selamat kepada kpai yang telah menyediakan diri sebagai badan pembibitan atlit muda bulutangkis di indonesia kpai pasti sanggup mencari dan menemukan bibit bibit unggul anak indonesia memberi pelatihan dan fasilitas yang mumpuni mengirim para bibit unggul ini ke kejuaraan tingkat regional nasional dan bahkan internasional serta mampu bertanggung jawab dalam menjadikan mereka sebagai pemain bulutangkis sekelas susi susanti alan budikusuma taufik hidayat icuk sugiarto liem swie king dan atlit2 berprestasi tingkat dunia lainnya kami yakin kpai sudah merasa bisa karena telah mematikan pb djarum dan sebentar lagi akan memastikan semua bentuk pembibitan sebagai eksploitasi anak
2860,biar kaya sepakbola yang minim prestasi
2861,lama lama makin ancur dunia bulutangkis klo dri bibitnya bgni aja dipersulit utk pencarian bakat hanya karna embel embel ckckck
2862,bersihkan komisi komisi nirprestasi macam kpai kpi dari orang orang susupan hti mereka berniat menghancurkan nkri dari segala sektor
2863,kpai sok taat aturan tapi bodoh tidak melihat substansi hanya suka kosmetik saja ada perusahaan sudah peduli anak2 mau keluar uang malah nyinyir dan sok2an soal djarum pasang logo utk brand image wajarlah di bisnis
2864,jangkrikkkkkk bossssss
2865,helo knp baru sekarang bagaimana dgn play group ato kr anaknya ngga keterima kali ya ato ngga ada kerjaan lagi
2866,kpai lsg panik krn dipikirnya bakalan dpt duit eeh malah djarum stop in tanggung jawab lhoo kpai ke laut ajaa
2867,mending akua aja dah si danone tuh yg sponsorin dari pada rokok
2868,kpai akan membunuh prestasi badminton dalam 5 tahun ke depan hingga selamanya terima kasih kpai jasamu sungguh besar untuk negeri ini
2869,kpai kampret
2870,sialan bubarkan segera kpai apaan habis habisin duit negara ndak ada fungsinya mosok jarum seponsori sebuah pusat latihan ndak boleh edan habis ini tanggung kawab kai terhadap anak anak yg ndak bisa latihan lagi
2871,jadi maksudnya pb djarum harus dihukum karena sejak puluhan tahun melawan undang undang gila ini kpai saya ga rela bayar pajak buat bayarin manusia manusia begini
2872,bubarkan kpai kpai elemen penghancur bangsa dari dalam
2873,ga jls kpai
2874,ini pasti kaum isi sendiri
2875,kenapa para investor pada kabur dari negeri ini yaa karena kebanyakan nyinyir steakholdernya ud83d ude 2
2876,betul betul keterlaluan manusia manusia tidak berguna dan tanpa prestasi buat bangsa ini mulutnya asal bicara saja menghalangi orang yg ingin membangun bangsa dan negara kita main tuduh saja pecat si bodoh susanto itu muak lihat wajahnya yg sok itu
2877,ndak kebagian
2878,komisi yg tidak ada gunanya
2879,ayo bikin petisi bubarkankpai lembaga yg tdk ada guna change org mainkan
2880,hingar bingar dunia sdh ga level sm negara 62 yg telah jauh maju ke depan lebih berguna beli kaplingan surga
2881,dari pada audisi jarun yg dihentikan lebih baik kpai yang dibubarkan
2882,ditunggu hasil didikan kpai do act
2883,saya dukung keputusan djarum udahin saja dan catat di sejarah pertanyaan di sekolah bulutangkis indonesia siapa yg menghancurkan kpai
2884,itulah resiko kalo cuma bisa kasih kritik tanpa kasih solusi
2885,kalo gitu sekolah di tutup mang cukai rokok buat apa boss
2886,maksud hati minta jatah apadaya dicuekin cucian deh loe
2887,cuci tangan
2888,lembaga nyinyir ga jelas tapi mau di boikot tij kpai ga punya apa2
2889,muna
2890,kpai ga mutu
2891,semoga kpai bisa melahirkan the minion baru
2892,sudah jelas jarum tuh merek rokok
2893,kpai pengangguran cari panggung tp salah tempat malu2in cuih
2894,kpai digaji pemerintah untuk apa bubarkan saja kontra produktif kontra prestasi
2895,kpai sekarang ngeles dasar licik cuma mikirin kantung pribadi aja
2896,lempar batu sembunyi tangan salut dgn ketegasan pb djarum yg telah menghentikan audisi ini selamat atas perjuangan kalian2 yg mendorong kemunduran prestasi bulutangkis kita
2897,suruh kpai danai atlit tuch begooooooo
2898,gimana mau maju olah raga indonesia kalo audisi sudah umur dewasa 18 th kpai kpai maumu tuh apa sihhh
2899,kalau ada anak melanggar hukum dibela giliran penyaringan bakat bulutangkis dipersulit dianggap eksploitasi anak dll ini kpai maunya apa sih
2900,kpai harus minta maaf atas tuduhan yg tidak masuk akal itu
2901,jika mendidik dengan keras dan displin dibilang eksploitasi apa kata negara lain cari duit ya jangan gitu
2902,bagaimana dengan pencarian bakat di tv nasional kok kpai diam2 bae
2903,itu smk yg disupport jarum di kudus jadi bagus semua kpai kok diam saja eksploitasi dong kan ada tulisan jarum nya ayo diprotes dikembalikan semua dananya ke jarum fiundation anak anak yg audisi dimanapun stop semua belajar agama saja
2904,kpai santo kamu yg tolol udah jelas jarum hidupnya dr bisnis rokok nggak boleh pasang logo di acara yg dia sponsorin wtf mikiirrrr kamu pikir mengembangkan olah raga anak gak pake duwit kalo prestasi or bultang indo terpuruk kamu tanggung jawab ud83d udc4a ud83d udc4a ud83d udc4a
2905,nnti sepakbola bola basket pokonya semua olahraga yg di sponsori apapun dengan melibatkan anak anak semua ga boleh ama kpai dan lsm lentera anak
2906,ada undang2 tsb dan jelas juga dari dulu sdh terasa manfaat dari pembinaan atlit bulu tangkis utk mengharumkan nama bangsa ini terus solusi dr kpai apa
2907,audisi di stop kok kpai panik yah kaget gak nyangka bakal gt yah responnya ud83d ude b harapannya damai damai gitu yah wkwkwkwkwkwwkkkk
2908,kurangi prestasi anak indonesia
2909,maaf nee lama2 kpai itu kerjaannya ga jelas main larang aja
2910,salah 1 komisi ga berguna emang apa yg sudah lu lakukan untuk anak anak
2911,jarum sudah baik hati tiap tahun keluarin fuit miliaran utk audisi cari bakat eh di nyinyirin suruh kp saja yg bikin audisi
2912,kpai sponsor rokok bikin atlet jadi perokok nggak nyambung
2913,udahlah anak dari kecil diajarin ngaji sholat dan baca kitab saja ga usah lah olahraga atau science biarkan olahraga dan science itu di kuasai oleh asing ntar kita tinggal klaim saja atas semua penemuan dan teknologi yang ada khan tinggal cocoklogi di kitab saja mudah kan gitu aja koq repot
2914,djarum tuh sdh lama melakukan audisi lalu membina para calon atlet shg menghasilkan atlet atlet kelas dunia kok kpai baru mempermasalahkan sekarang ada apa ini persaingan usaha
2915,buat apa kpai ini
2916,kpai goblok bikin issue gak bisa kasih soluso kelihatan mau cari ceperan doang gak guna dan hina
2917,kpai minta alem ga ada prestasi cari perhatian bubarin aja kpai ketua nya mundur aja
2918,lah itu namanya kan pb djarum apbn anggaran kpai juga dibayar pake pajak cukai tembakau kok ada tulisannya di faktur pajak djarum
2919,halaaah ngeles
2920,merokok membunuhmu kan membunuhmu bukan aku kata perokok aktif haha ya kpai suruhlah perusahaan susu formula buat bikin audisi kayak pb djarum atau itu aplikasi les2an suruhlah mereka juga
2921,kpai tetap harus tanggung jawab dipikir dulu sebelum di koar2 di media coba sampaikan tanpa ada publisitas dulu
2922,belum pernah merasakan di smash ya kpai sakit tauk
2923,jangan sampai pak de jo intervensi
2924,alergi dengan rokoknya tapi cukainya terus dinaikkan
2925,krnaoa baru sekarang prestasi pb djarum sdh lama diklat sdh bertahun tahun ada apa ya di balik udang regulasi diaalahkan
2926,kpai ngancurin mimpi2 anak2 yg serius bulu tangkis
2927,bubarkan semua jenis audisi untuk anak2 karena jelas2 mengeksploitasi anak2
2928,gayanya kpai sok peduli anak tapi anak2 yg dieksplotasi di lampu merah kpai diem bae
2929,kpai aja yang mengadakan audisi anak anak mencari bakat badminton tetapi jangan meminta dana dari djarum
2930,makanya kpai kalo mau kasih komentar mikir lembaga skala nasional kasih komentar cetek pake tu helicopter view nya
2931,kpai bubarin saja gak guna juga dongo goblok ndableg
2932,serahin aja ke kpai anak anak berprestasi nya mana tau bisa lebih maju hahahahaahha
2933,bacooooot
2934,ingat anakku jatuhnya bulu tangkis kita akibat kpai
2935,harusnya kpai yg memberi sponsor untuk anak2 yg mau mengembangkan minat bakat jd gk kawatir ada logo tembakau
2936,omonganmu sing salah dul jelas ono sebutan exploitasi anak
2937,kpai menyoal audisi djarum apa mau minta jatah ya
2938,kpai urus aja sepakbola yg no prestasi jgn urus badminton yg banyak prestasi
2939,jadi lebih bagus ekploitasi anak di sinetron kejar tayang yah bagooosss makan tu sinetron unfaedah gak mendidik
2940,coba kpai aja yg selenggarakan audisi apa bisa
2941,hadeh tolong dong kpai jangan begitu kita semua tahu kalo sepak bola indonesia tidak bisa di harapkan lagi kalau bulu tangkis anda usah usik juga kita mau nonton apa lagi ud83d ude 1
2942,susanto sampeyan jangan ngeles gitu bubarkan kpai
2943,ente boleh mendamprat jarum kalau mereka menydiakan rokok pada anak anak itu atau menganjurkan anak anak merokok kalau jarum membentuk badan bea siswa jangan dihalangi itu untuk kemajuan positif bangsa kita yg sekarang saja sudah kedodoran bersaing dengan negara tetangga sifat macam itu yg membuat kita selalu kalah bersaing dengan tetangga kita
2944,kpai lebay dulu kemana aja kok baru sekarang komen ttg audisi bulutangkis pb djarum padahal audisi ini dah lama diadakannya hhhhmmmm tanya kenapa kpai
2945,inilah kenapa prestasi olahraga di ri menurun org kegiatan positif kok di kekang makanya anak2 sekarang kurang attitudenya biarlah berkembang dari kecil yg penting itu positip yg 1 baper yg 1 posesif hadeh kapan prestasi maju kalo kek gini
2946,kpai urusi aja coba tuh pendidikan anak anak yg putus sekolah cari duit biar bisa membiayai anak2 putus sekolah
2947,catat ya namanya susanto
2948,hhhmm mungkinkah bau2 nya kpai mau ambil alih audisi pb hhhmmm aroma rokok gak sedap hehehehehe
2949,kalau orang orang itu bicaranya santun dan tidak asal menuduh tentu semuanya jadi lebih baik apalagi ada yg sok penting tidak berjasa apa apa malah mengatakan kekanak kanakan segala
2950,mana ada atlit bakal merokok bambang ud83e udd23 yang ada bakal letoy para atlit tau jaga kesehatan lah mereka cuma asah bakat mereka kapeai mending asah otak dlu sana
2951,itu yg di photo berita ini lebih keihatan kayak orang hti dari pada orang kpai wkwkwkwk
2952,kakean aturan
2953,kalau prestasi bulu tangkis kita turun tau dong karena apa kalau anak anak menjadi pembangkang di sekolah karena gurunya takut melanggar ham anak jika mendidik murid sekolah murid pria sd rambutnya pada gondrong panjang karena guru takut ditangkap polisi gara ra merapikan rambut siswa kpai memang luar biasa
2954,komisi penguburmimpi anak indonesia
2955,ini kpai apaam sih udah dari taun jebot juga dah jadi wadah kenapa baru ribut nya sekarang cari muka
2956,pemikiran yg asli santan bodoh pb jdarum itu membantu pengembangan bulutangkis kenapa baru sekarang nih bekoar2 mereka mengadakan kegiatan ini sudah bertahun2 mungkin kurang dapat tempias fulus kali dari penyelenggara wkwkwkwkwk
2957,kpai ada punya prestasi apa manusia gabut tapi pengen eksis ya begini jadinya mirip si zonx cs
2958,anak2 kecil dengan sederhananya datang ke pb djarum untuk menjadi idola mereka seperti liem swie king haryanto arbi kevin sanjaya dll tidak satupun dri anak2 itu yang datang ke pb djarum ingin jadi pedagang asongan jualan rokok dan tidak ada dari anak2 tersebut yang datang ke kpai untuk menjadi seperti anda jangan halangi cita2 anak2 kita untuk mengharumkan nama bangsa indonesia
2959,selamat tinggal medali emas olimpiade dari cabang bulu tangkis terima kasih kpd kpai untuk jebloknya prestasi indonesia dimasa mendatang
2960,yg fair aje anak2 ikut demo 212 pilpres wowo be bendera dll tuh mbidek wae kpai
2961,bubarkan kpai lembaga rasisme
2962,aneh klo namanya pb djarum super baru ngiklan pb djarum nama perusahaan mereka kan djarum masa diganti nama perusahaan nya
2963,kalau nanti tidak ada lagi juara dunia bulutangkis dari indonesia biang keroknya adalah kpai yg kurang kerjaan dan susanto sontoloyo
2964,kpai tdk jelasssss ganti orang orang nya saja krn tdk mampu bertindak dan mendefenisikan exploitasi
2965,kpai tolol ah pantes pildun ga maju2 sdm nya aja dibatasi oh negara berflower ku
2966,kpai ingin mendidik anak anak indonesia jadi taliban
2967,ceritanya mau cari dana bantuan dari djarum buat damai eeehhh meleset dana gak dapat malah dibully dan terancam tiada lagi pencarian bakat usia dini bulutangkis
2968,sangat setuju dengan sikap pb djarum silahkan kpai yg melakukan pencarian bakat dan meneruskan pembinaan selanjutnya sgt mustahil pb djarum menghilangkan identitasnya sbg produsen rokok
2969,sy dukung pb djarum stop permanen biar nyahok tuh kpai yg gak jelas
2970,kpai taeekkkkkk protes doank tampa solusi
2971,susanto kpai hanya bisa cari masalah saja begitu audisi dihentikan kebingungan sendiri gak bisa mencari solusi otakmu mbok dilatih rudi hartono sik ben cair ora beku
2972,trus maksud kpai djarum membiayai dgn nama lembaga lain kenapa gak sekalian aja kpai minta nama kpai tapi yg biayain djarum udah syukur ada yg mau biayain
2973,uda sekarang lu biayain aja sendiri kl ane jadi pihak djarum ane ketawain tuh kpai
2974,ga kpai ga kpi sama aja diisi orang2 yang ga becus lucunya negeriku
2975,tutup saja pabrik rokok djarumny kalau berani orang merokok tdk harus pakai produk djarum csr djarum sangat membantu anak anak aktif di bulutangkis dan membela negara indonesia kpai sangat sempit pemikirannya jangan hanya cuma melarang product otoriter carikan solusinya
2976,mendadak inget beberapa tahun lalu ada pawai obor anak anak bawa bendera item trus teriak teriak bunuh a k bunuh a ok sekarang juga ada jejak digital nya juga di wa wa grup nah itu mungkin kpai setuju yah hello kpai bisa jawab
2977,ah dodol kpai nya maju mundur ga jelas kemsrin melarang sekarsng meralat ga usah pusing emang kebanyakan sponsor dari rokok mau gimana lagi cari solusi bukan menyalahkan hehe
2978,disuruh sponsorin tp gk boleh pasang iklan perusahaannya dia duitnya mbok mu ta bambank
2979,hahahahaha taon 2 2 audisi bultang sponsored by kpai huahahahahaha malu aku malu pada semut merah hahahaha
2980,kpai minta uang rokok bos
2981,apa sumbangsi kpai liat dari tampang komisaris2nya sih uda ketauan gak ada
2982,punggawa kpai sekarang tidak kredibel pakai kacamata kuda ndak luwes
2983,eksploitasi anak argumentasinya bagaimana berarti semua cabang olah raga apalagi club bola yg membidik anak u c7d usia dini juga bisa disebut eksploitasi dong
2984,kapan masa jabatan komisioner kpai habis lain kali seleksinya yang bener dan pilih yang benar2 kompeten
2985,ini lembaga yang perlu di tutup dari bulutangkis sdh banyak mencetak prestasi apa peserta audisi di wajibkan merokok klo perusahaan rokok di larang kenapa kpai tdk mau mencari sponsor anti rokok yg mau mencari bibit bibit pebulu tangkis
2986,masalahnya kacang dua kelinci ga punya uang pak kpai yang punya uang sama concern pada bulutangkis pb djarum sakit lu kpai justru anda mencoba mematikan peluang juara pemuda pemuda indonesia
2987,apa respons kpai terhadap anak diajak demo anak kecil jadi alat minta2
2988,kpai kinerjanya apa sumbang asih untuk negara apa ngribetin doang
2989,lebel ngga ngaruh dah lebay kpai
2990,setuju dengan keputusan djarum situ aja sono sponsorin sndiri miliaran rupiah tapi jgn nampilin logo perusahaan nama situ mau
2991,kenapa jawabannya jadi ga tegas bgini klo mmg dr awal beranggapan keg tsb adalah eksploitasi anak ya konsisten dunk undang2 kan sbg tools
2992,kpai nya galak trus dicuekin bahkan membubarkan diri gak jadi dapet deh
2993,dinegara ini hasil penjualan rokok yang notabene membunuh pemakainya dibuatkan yayasan sosial seolah olah ada nilai positif padahal seharusnya yayasan tsb harus membantu atau membayari korban hasil isapan rokoknya bukan dari bpjs
